iter	Passed	Remaining
329	20015	283244
330	20075	283176
331	20137	283140
332	20198	283083
333	20260	283035
334	20319	282960
335	20383	282935
336	20449	282955
337	20514	282953
338	20576	282910
339	20637	282858
340	20698	282797
341	20760	282760
342	20827	282775
343	20888	282725
344	20950	282682
345	21013	282648
346	21075	282610
347	21137	282566
348	21199	282518
349	21260	282464
350	21322	282422
351	21385	282381
352	21444	282307
353	21510	282305
354	21571	282258
355	21632	282197
356	21692	282120
357	21752	282056
358	21813	281998
359	21874	281933
360	21936	281895
361	22001	281882
362	22063	281841
363	22125	281791
364	22192	281815
365	22252	281748
366	22314	281700
367	22376	281645
368	22438	281611
369	22502	281590
370	22563	281524
371	22627	281499
372	22688	281450
373	22748	281380
374	22808	281310
375	22870	281263
376	22930	281185
377	22992	281139
378	23051	281054
379	23112	281004
380	23176	280974
381	23238	280935
382	23306	280950
383	23366	280880
384	23428	280832
385	23490	280791
386	23552	280748
387	23619	280749
388	23690	280811
389	23751	280753
390	23811	280680
391	23870	280601
392	23931	280538
393	23992	280486
394	24054	280429
395	24114	280366
396	24179	280353
397	24247	280364
398	24309	280324
399	24373	280290
400	24447	280378
401	24508	280321
402	24571	280288
403	24633	280234
404	24694	280171
405	24755	280112
406	24817	280065
407	24878	280000
408	24938	279932
409	25006	279950
410	25094	280190
411	25160	280189
412	25224	280154
413	25285	280096
414	25347	280045
415	25478	280758
416	25537	280666
417	25599	280610
418	25662	280567
419	25733	280615
420	25796	280570
421	25857	280509
422	25918	280444
423	25980	280398
424	26042	280338
425	26101	280257
426	26163	280203
427	26226	280157
428	26288	280104
429	26349	280039
430	26409	279967
431	26474	279938
432	26534	279865
433	26593	279780
434	26653	279706
435	26715	279650
436	26774	279573
437	26836	279514
438	26896	279442
439	26956	279362
440	27016	279291
441	27076	279214
442	27136	279148
443	27197	279085
444	27263	279071
445	27323	278996
446	27385	278937
447	27451	278930
448	27512	278866
449	27574	278805
450	27633	278720
451	27698	278697
452	27758	278626
453	27821	278577
454	27880	278499
455	27941	278430
456	28003	278379
457	28064	278313
458	28125	278253
459	28187	278194
460	28249	278146
461	28309	278073
462	28369	277999
463	28432	277950
464	28493	277886
465	28555	277831
466	28616	277770
467	28677	277701
468	28738	277642
469	28804	277629
470	28867	277581
471	28930	277533
472	28993	277491
473	29068	277564
474	29132	277528
475	29194	277468
476	29256	277420
477	29322	277396
478	29382	277327
479	29443	277261
480	29504	277198
481	29565	277130
482	29626	277063
483	29686	276996
484	29749	276944
485	29810	276878
486	29872	276824
487	29933	276761
488	29994	276701
489	30058	276657
490	30119	276597
491	30189	276610
492	30254	276585
493	30316	276531
494	30376	276457
495	30439	276410
496	30501	276357
497	30562	276292
498	30623	276229
499	30687	276189
500	30751	276146
501	30814	276106
502	30874	276026
503	30935	275968
504	31002	275953
505	31065	275908
506	31126	275841
507	31187	275775
508	31257	275790
509	31347	275978
510	31419	276011
511	31481	275956
512	31543	275894
513	31604	275829
514	31665	275765
515	31737	275799
516	31802	275761
517	31862	275692
518	31923	275627
519	31984	275562
520	32046	275498
521	32106	275429
522	32167	275358
523	32229	275300
524	32290	275242
525	32351	275174
526	32417	275152
527	32478	275084
528	32539	275017
529	32600	274951
530	32665	274916
531	32729	274878
532	32792	274829
533	32858	274803
534	32924	274784
535	32986	274723
536	33051	274689
537	33115	274646
538	33178	274602
539	33243	274566
540	33307	274529
541	33379	274547
542	33455	274609
543	33519	274563
544	33584	274528
545	33648	274486
546	33717	274485
547	33784	274466
548	33846	274410
549	33910	274369
550	33973	274314
551	34037	274271
552	34100	274220
553	34162	274162
554	34222	274092
555	34283	274022
556	34346	273966
557	34410	273924
558	34469	273847
559	34537	273832
560	34598	273769
561	34660	273706
562	34722	273651
563	34783	273578
564	34845	273522
565	34906	273457
566	34966	273381
567	35028	273324
568	35091	273268
569	35153	273207
570	35214	273141
571	35275	273074
572	35339	273036
573	35402	272982
574	35462	272905
575	35522	272832
576	35583	272765
577	35643	272692
578	35704	272624
579	35765	272559
580	35826	272490
581	35888	272431
582	35951	272377
583	36012	272313
584	36073	272245
585	36135	272188
586	36196	272123
587	36257	272053
588	36318	271985
589	36384	271958
590	36444	271884
591	36504	271809
592	36564	271739
593	36628	271690
594	36689	271626
595	36759	271622
596	36821	271563
597	36883	271503
598	36944	271440
599	37019	271475
600	37080	271408
601	37140	271335
602	37259	271688
603	37325	271657
604	37387	271601
605	37447	271523
606	37508	271456
607	37569	271389
608	37631	271328
609	37691	271255
610	37752	271186
611	37813	271123
612	37876	271066
613	37937	270997
614	37997	270923
615	38060	270869
616	38119	270794
617	38181	270726
618	38244	270679
619	38308	270630
620	38370	270573
621	38431	270506
622	38506	270536
623	38567	270465
624	38628	270401
625	38691	270343
626	38753	270284
627	38813	270209
628	38876	270160
629	38938	270099
630	39000	270037
631	39063	269983
632	39124	269914
633	39185	269851
634	39248	269797
635	39314	269764
636	39376	269699
637	39435	269618
638	39495	269548
639	39557	269483
640	39616	269403
641	39677	269337
642	39740	269285
643	39811	269281
644	39874	269227
645	39939	269188
646	40009	269185
647	40102	269330
648	40171	269316
649	40249	269361
650	40310	269291
651	40372	269232
652	40436	269186
653	40503	269154
654	40563	269082
655	40629	269045
656	40690	268980
657	40750	268905
658	40812	268844
659	40873	268772
660	40937	268722
661	40999	268665
662	41060	268595
663	41121	268525
664	41184	268471
665	41245	268407
666	41308	268348
667	41367	268269
668	41429	268211
669	41490	268143
670	41551	268070
671	41612	268006
672	41675	267951
673	41736	267878
674	41796	267806
675	41855	267729
676	41917	267667
677	41981	267617
678	42051	267603
679	42114	267550
680	42176	267489
681	42241	267449
682	42306	267405
683	42368	267342
684	42429	267275
685	42492	267221
686	42553	267154
687	42617	267102
688	42678	267031
689	42740	266971
690	42802	266910
691	42918	267188
692	42990	267188
693	43053	267131
694	43116	267074
695	43177	267006
696	43236	266924
697	43300	266873
698	43362	266811
699	43423	266744
700	43485	266681
701	43548	266624
702	43608	266550
703	43669	266485
704	43729	266410
705	43790	266341
706	43850	266264
707	43910	266190
708	43974	266143
709	44036	266078
710	44098	266017
711	44159	265948
712	44220	265882
713	44285	265834
714	44344	265756
715	44408	265706
716	44470	265644
717	44531	265576
718	44593	265516
719	44655	265454
720	44718	265396
721	44780	265335
722	44841	265263
723	44906	265221
724	44966	265147
725	45033	265113
726	45096	265056
727	45157	264988
728	45218	264922
729	45284	264880
730	45346	264819
731	45407	264752
732	45469	264688
733	45532	264634
734	45596	264586
735	45659	264528
736	45720	264459
737	45781	264390
738	45841	264317
739	45901	264245
740	45962	264176
741	46024	264112
742	46086	264052
743	46150	263998
744	46217	263965
745	46280	263910
746	46339	263830
747	46402	263773
748	46463	263707
749	46528	263662
750	46590	263598
751	46652	263535
752	46712	263463
753	46772	263391
754	46832	263318
755	46892	263240
756	46953	263173
757	47014	263107
758	47078	263055
759	47138	262983
760	47199	262917
761	47262	262857
762	47328	262818
763	47390	262757
764	47452	262693
765	47512	262623
766	47574	262561
767	47638	262507
768	47700	262444
769	47760	262371
770	47821	262304
771	47883	262241
772	47943	262170
773	48004	262100
774	48068	262048
775	48129	261984
776	48189	261910
777	48267	261937
778	48329	261872
779	48391	261812
780	48453	261746
781	48515	261686
782	48579	261635
783	48697	261872
784	48763	261832
785	48824	261762
786	48884	261692
787	48945	261620
788	49006	261554
789	49068	261492
790	49128	261420
791	49192	261365
792	49257	261317
793	49324	261283
794	49387	261223
795	49447	261153
796	49515	261120
797	49579	261067
798	49639	260994
799	49700	260925
800	49760	260854
801	49820	260780
802	49880	260706
803	49940	260633
804	50001	260566
805	50065	260513
806	50127	260450
807	50186	260375
808	50251	260325
809	50312	260258
810	50376	260208
811	50439	260147
812	50504	260099
813	50565	260033
814	50628	259977
815	50691	259916
816	50751	259844
817	50811	259770
818	50874	259712
819	50933	259636
820	50997	259586
821	51060	259528
822	51122	259463
823	51183	259397
824	51245	259331
825	51306	259265
826	51366	259194
827	51428	259129
828	51494	259089
829	51555	259019
830	51618	258961
831	51680	258899
832	51743	258840
833	51804	258771
834	51866	258709
835	51927	258643
836	51989	258580
837	52050	258513
838	52112	258450
839	52172	258377
840	52235	258321
841	52296	258252
842	52358	258188
843	52418	258119
844	52479	258051
845	52540	257984
846	52602	257919
847	52663	257851
848	52729	257809
849	52790	257743
850	52855	257694
851	52916	257628
852	52977	257558
853	53038	257491
854	53100	257430
855	53162	257367
856	53223	257300
857	53285	257238
858	53345	257162
859	53406	257097
860	53468	257034
861	53530	256970
862	53592	256907
863	53651	256831
864	53713	256767
865	53772	256694
866	53834	256628
867	53896	256565
868	53955	256489
869	54017	256426
870	54080	256369
871	54145	256323
872	54209	256268
873	54270	256201
874	54331	256132
875	54392	256068
876	54452	255996
877	54513	255927
878	54574	255861
879	54640	255819
880	54705	255769
881	54772	255729
882	54835	255670
883	54896	255606
884	54958	255539
885	55019	255474
886	55082	255416
887	55142	255344
888	55203	255277
889	55264	255208
890	55329	255162
891	55390	255095
892	55451	255025
893	55512	254959
894	55574	254895
895	55633	254821
896	55694	254754
897	55756	254689
898	55815	254614
899	55877	254555
900	55939	254488
901	55999	254419
902	56059	254347
903	56123	254296
904	56186	254236
905	56246	254165
906	56305	254090
907	56367	254027
908	56427	253953
909	56486	253879
910	56548	253815
911	56606	253737
912	56664	253655
913	56724	253582
914	56846	253787
915	56914	253754
916	56974	253682
917	57034	253610
918	57096	253546
919	57157	253479
920	57216	253406
921	57277	253336
922	57337	253266
923	57398	253197
924	57458	253129
925	57519	253060
926	57578	252984
927	57639	252918
928	57699	252845
929	57759	252773
930	57818	252698
931	57878	252629
932	57938	252557
933	57998	252486
934	58058	252413
935	58119	252348
936	58179	252278
937	58237	252194
938	58294	252112
939	58354	252041
940	58414	251972
941	58474	251901
942	58535	251834
943	58597	251771
944	58655	251692
945	58716	251625
946	58775	251547
947	58834	251473
948	58893	251397
949	58953	251328
950	59012	251254
951	59071	251179
952	59136	251128
953	59194	251049
954	59253	250974
955	59312	250899
956	59374	250839
957	59434	250767
958	59494	250696
959	59555	250629
960	59616	250564
961	59677	250497
962	59736	250422
963	59796	250349
964	59854	250272
965	59914	250203
966	59972	250123
967	60031	250048
968	60099	250011
969	60163	249957
970	60223	249886
971	60283	249816
972	60343	249746
973	60402	249670
974	60462	249602
975	60524	249538
976	60582	249462
977	60644	249397
978	60703	249326
979	60761	249246
980	60818	249165
981	60878	249091
982	60939	249026
983	61000	248961
984	61060	248891
985	61124	248837
986	61185	248771
987	61245	248699
988	61305	248630
989	61366	248564
990	61426	248494
991	61485	248423
992	61547	248358
993	61606	248285
994	61664	248207
995	61724	248135
996	61784	248068
997	61845	248002
998	61905	247932
999	61968	247874
1000	62027	247798
1001	62090	247744
1002	62149	247667
1003	62209	247596
1004	62268	247524
1005	62329	247457
1006	62391	247398
1007	62450	247325
1008	62511	247256
1009	62570	247184
1010	62629	247109
1011	62688	247038
1012	62747	246964
1013	62806	246888
1014	62865	246817
1015	62924	246744
1016	62985	246676
1017	63044	246606
1018	63107	246548
1019	63172	246495
1020	63231	246422
1021	63290	246349
1022	63351	246284
1023	63413	246224
1024	63474	246156
1025	63534	246086
1026	63593	246014
1027	63652	245941
1028	63710	245865
1029	63770	245794
1030	63829	245721
1031	63888	245648
1032	63948	245578
1033	64009	245512
1034	64072	245455
1035	64130	245380
1036	64189	245307
1037	64249	245238
1038	64309	245169
1039	64371	245108
1040	64430	245035
1041	64490	244966
1042	64552	244901
1043	64611	244829
1044	64671	244763
1045	64730	244687
1046	64790	244619
1047	64847	244540
1048	64906	244467
1049	64966	244396
1050	65026	244329
1051	65091	244277
1052	65150	244207
1053	65210	244136
1054	65269	244063
1055	65329	243994
1056	65389	243927
1057	65451	243863
1058	65511	243797
1059	65571	243726
1060	65629	243652
1061	65688	243577
1062	65746	243504
1063	65806	243433
1064	65866	243365
1065	65925	243294
1066	65985	243223
1067	66049	243170
1068	66111	243107
1069	66170	243037
1070	66231	242971
1071	66290	242901
1072	66353	242841
1073	66412	242769
1074	66472	242702
1075	66531	242631
1076	66590	242557
1077	66650	242487
1078	66709	242417
1079	66769	242347
1080	66829	242281
1081	66889	242211
1082	66949	242144
1083	67009	242073
1084	67071	242014
1085	67130	241942
1086	67190	241872
1087	67247	241796
1088	67306	241722
1089	67366	241653
1090	67426	241585
1091	67484	241511
1092	67543	241438
1093	67603	241371
1094	67662	241297
1095	67720	241224
1096	67779	241150
1097	67841	241091
1098	67901	241022
1099	67960	240951
1100	68021	240886
1101	68080	240813
1102	68141	240748
1103	68201	240682
1104	68259	240608
1105	68318	240535
1106	68379	240470
1107	68438	240400
1108	68500	240336
1109	68560	240268
1110	68619	240198
1111	68679	240130
1112	68737	240056
1113	68796	239986
1114	68857	239922
1115	68917	239854
1116	68977	239784
1117	69041	239730
1118	69102	239666
1119	69203	239740
1120	69298	239793
1121	69372	239772
1122	69435	239716
1123	69495	239647
1124	69553	239572
1125	69614	239509
1126	69672	239432
1127	69732	239366
1128	69792	239298
1129	69850	239222
1130	69919	239185
1131	69988	239149
1132	70052	239091
1133	70113	239029
1134	70172	238956
1135	70230	238883
1136	70293	238825
1137	70355	238764
1138	70419	238710
1139	70480	238645
1140	70542	238582
1141	70601	238511
1142	70676	238493
1143	70734	238420
1144	70793	238349
1145	70853	238281
1146	70913	238212
1147	70973	238145
1148	71038	238093
1149	71101	238035
1150	71160	237965
1151	71221	237898
1152	71281	237830
1153	71341	237763
1154	71401	237694
1155	71458	237617
1156	71517	237546
1157	71576	237476
1158	71634	237401
1159	71693	237331
1160	71751	237256
1161	71813	237193
1162	71872	237124
1163	71933	237058
1164	71995	236998
1165	72056	236932
1166	72116	236867
1167	72176	236796
1168	72236	236729
1169	72297	236666
1170	72357	236600
1171	72418	236533
1172	72479	236468
1173	72544	236417
1174	72609	236366
1175	72669	236297
1176	72729	236231
1177	72792	236175
1178	72851	236103
1179	72911	236036
1180	72971	235969
1181	73032	235902
1182	73090	235829
1183	73152	235768
1184	73211	235698
1185	73270	235628
1186	73333	235568
1187	73392	235498
1188	73452	235430
1189	73511	235361
1190	73571	235291
1191	73629	235219
1192	73689	235152
1193	73749	235084
1194	73808	235014
1195	73867	234942
1196	73930	234886
1197	73992	234824
1198	74051	234754
1199	74112	234690
1200	74172	234623
1201	74232	234555
1202	74291	234485
1203	74354	234425
1204	74414	234358
1205	74473	234287
1206	74533	234220
1207	74593	234154
1208	74653	234085
1209	74712	234017
1210	74771	233946
1211	74832	233882
1212	74893	233818
1213	74953	233750
1214	75015	233688
1215	75073	233617
1216	75134	233552
1217	75196	233491
1218	75257	233427
1219	75317	233361
1220	75385	233317
1221	75449	233262
1222	75511	233204
1223	75573	233142
1224	75634	233076
1225	75694	233009
1226	75754	232942
1227	75815	232879
1228	75876	232814
1229	75944	232774
1230	76005	232708
1231	76065	232641
1232	76126	232576
1233	76186	232509
1234	76246	232443
1235	76305	232374
1236	76366	232309
1237	76426	232243
1238	76491	232190
1239	76550	232121
1240	76610	232053
1241	76671	231988
1242	76731	231922
1243	76791	231854
1244	76850	231787
1245	76912	231724
1246	76974	231663
1247	77035	231598
1248	77096	231536
1249	77158	231476
1250	77220	231414
1251	77279	231344
1252	77354	231321
1253	77413	231252
1254	77474	231187
1255	77534	231122
1256	77594	231056
1257	77653	230985
1258	77712	230915
1259	77772	230849
1260	77833	230785
1261	77891	230712
1262	77952	230647
1263	78012	230582
1264	78072	230514
1265	78130	230442
1266	78190	230374
1267	78250	230307
1268	78311	230244
1269	78371	230177
1270	78431	230112
1271	78492	230045
1272	78551	229976
1273	78610	229908
1274	78669	229839
1275	78730	229774
1276	78789	229705
1277	78850	229640
1278	78911	229576
1279	78974	229519
1280	79032	229447
1281	79092	229379
1282	79152	229312
1283	79210	229242
1284	79271	229178
1285	79332	229112
1286	79408	229093
1287	79503	229127
1288	79563	229060
1289	79623	228994
1290	79684	228929
1291	79744	228864
1292	79804	228797
1293	79865	228732
1294	79927	228672
1295	79986	228603
1296	80045	228534
1297	80106	228469
1298	80167	228405
1299	80226	228338
1300	80289	228280
1301	80349	228212
1302	80412	228154
1303	80475	228095
1304	80534	228027
1305	80652	228124
1306	80720	228080
1307	80780	228012
1308	80838	227942
1309	80898	227875
1310	80958	227808
1311	81018	227740
1312	81077	227672
1313	81138	227608
1314	81198	227541
1315	81257	227472
1316	81319	227410
1317	81380	227347
1318	81440	227280
1319	81501	227217
1320	81562	227151
1321	81622	227086
1322	81681	227017
1323	81741	226951
1324	81802	226885
1325	81862	226819
1326	81923	226755
1327	81983	226688
1328	82042	226620
1329	82101	226551
1330	82161	226482
1331	82222	226419
1332	82283	226355
1333	82343	226289
1334	82405	226229
1335	82465	226163
1336	82525	226095
1337	82586	226031
1338	82647	225968
1339	82706	225899
1340	82766	225834
1341	82829	225774
1342	82891	225715
1343	82953	225652
1344	83011	225581
1345	83071	225514
1346	83129	225442
1347	83190	225380
1348	83249	225310
1349	83312	225251
1350	83374	225191
1351	83435	225127
1352	83496	225062
1353	83554	224991
1354	83612	224922
1355	83673	224856
1356	83732	224788
1357	83791	224720
1358	83853	224659
1359	83917	224601
1360	83977	224535
1361	84037	224469
1362	84098	224407
1363	84158	224341
1364	84219	224275
1365	84280	224213
1366	84339	224143
1367	84402	224085
1368	84461	224017
1369	84522	223953
1370	84601	223938
1371	84685	223936
1372	84749	223880
1373	84810	223816
1374	84874	223759
1375	84934	223695
1376	84994	223628
1377	85054	223562
1378	85114	223495
1379	85176	223433
1380	85235	223365
1381	85295	223298
1382	85356	223236
1383	85415	223167
1384	85476	223103
1385	85537	223038
1386	85597	222972
1387	85657	222907
1388	85718	222843
1389	85777	222775
1390	85838	222711
1391	85903	222656
1392	85964	222595
1393	86026	222533
1394	86086	222466
1395	86148	222406
1396	86208	222341
1397	86270	222279
1398	86330	222212
1399	86391	222149
1400	86451	222083
1401	86512	222018
1402	86572	221953
1403	86633	221889
1404	86696	221830
1405	86755	221762
1406	86814	221694
1407	86877	221636
1408	86936	221567
1409	86996	221500
1410	87054	221430
1411	87114	221364
1412	87175	221301
1413	87237	221239
1414	87298	221175
1415	87360	221115
1416	87420	221050
1417	87480	220984
1418	87540	220917
1419	87598	220848
1420	87658	220780
1421	87720	220720
1422	87780	220654
1423	87842	220593
1424	87902	220526
1425	87961	220458
1426	88032	220419
1427	88094	220358
1428	88152	220289
1429	88216	220231
1430	88277	220169
1431	88337	220104
1432	88396	220036
1433	88457	219972
1434	88519	219909
1435	88579	219844
1436	88640	219780
1437	88699	219714
1438	88761	219651
1439	88821	219586
1440	88882	219524
1441	88942	219456
1442	89002	219392
1443	89062	219326
1444	89122	219259
1445	89184	219200
1446	89243	219131
1447	89304	219067
1448	89364	219001
1449	89425	218938
1450	89484	218870
1451	89545	218806
1452	89606	218743
1453	89670	218687
1454	89730	218621
1455	89791	218558
1456	89855	218501
1457	89916	218438
1458	89975	218371
1459	90035	218306
1460	90095	218240
1461	90155	218174
1462	90219	218117
1463	90279	218051
1464	90340	217989
1465	90400	217924
1466	90461	217860
1467	90522	217795
1468	90581	217727
1469	90642	217665
1470	90704	217603
1471	90764	217537
1472	90827	217479
1473	90887	217413
1474	90945	217344
1475	91006	217281
1476	91066	217216
1477	91126	217148
1478	91186	217083
1479	91248	217023
1480	91307	216955
1481	91367	216888
1482	91426	216822
1483	91487	216758
1484	91547	216693
1485	91607	216626
1486	91665	216558
1487	91725	216492
1488	91785	216426
1489	91846	216364
1490	91909	216303
1491	91966	216231
1492	92027	216169
1493	92085	216099
1494	92146	216035
1495	92208	215974
1496	92270	215913
1497	92330	215847
1498	92388	215779
1499	92503	215842
1500	92568	215786
1501	92627	215719
1502	92689	215659
1503	92749	215593
1504	92812	215533
1505	92872	215468
1506	92932	215404
1507	92992	215338
1508	93053	215274
1509	93111	215205
1510	93170	215136
1511	93230	215071
1512	93291	215007
1513	93353	214947
1514	93413	214882
1515	93474	214817
1516	93533	214750
1517	93592	214684
1518	93654	214622
1519	93717	214564
1520	93776	214497
1521	93836	214430
1522	93894	214361
1523	93954	214294
1524	94019	214240
1525	94079	214174
1526	94139	214110
1527	94197	214040
1528	94259	213978
1529	94321	213917
1530	94383	213857
1531	94442	213791
1532	94503	213726
1533	94563	213662
1534	94622	213594
1535	94684	213532
1536	94744	213467
1537	94805	213405
1538	94866	213341
1539	94926	213276
1540	94986	213210
1541	95061	213180
1542	95121	213112
1543	95181	213049
1544	95244	212990
1545	95304	212925
1546	95364	212858
1547	95422	212790
1548	95482	212724
1549	95541	212657
1550	95601	212591
1551	95662	212527
1552	95722	212462
1553	95782	212398
1554	95842	212333
1555	95904	212270
1556	95963	212203
1557	96024	212140
1558	96083	212074
1559	96143	212009
1560	96205	211948
1561	96267	211887
1562	96328	211823
1563	96392	211768
1564	96453	211704
1565	96512	211637
1566	96572	211572
1567	96631	211505
1568	96691	211440
1569	96753	211379
1570	96815	211316
1571	96874	211250
1572	96934	211184
1573	96994	211119
1574	97051	211048
1575	97112	210985
1576	97171	210918
1577	97233	210857
1578	97294	210795
1579	97353	210728
1580	97415	210666
1581	97475	210600
1582	97534	210534
1583	97594	210468
1584	97655	210405
1585	97715	210341
1586	97777	210281
1587	97839	210218
1588	97899	210154
1589	97959	210090
1590	98019	210024
1591	98080	209961
1592	98140	209895
1593	98199	209829
1594	98261	209768
1595	98323	209708
1596	98384	209644
1597	98443	209577
1598	98503	209512
1599	98562	209446
1600	98622	209380
1601	98682	209315
1602	98745	209257
1603	98804	209190
1604	98863	209123
1605	98925	209061
1606	98984	208994
1607	99043	208927
1608	99101	208859
1609	99160	208792
1610	99231	208750
1611	99296	208694
1612	99357	208633
1613	99447	208631
1614	99541	208637
1615	99603	208576
1616	99671	208528
1617	99733	208465
1618	99791	208397
1619	99851	208332
1620	99913	208270
1621	99973	208207
1622	100051	208178
1623	100112	208115
1624	100172	208050
1625	100234	207989
1626	100296	207928
1627	100355	207861
1628	100415	207797
1629	100477	207734
1630	100536	207669
1631	100597	207604
1632	100657	207540
1633	100716	207473
1634	100777	207411
1635	100837	207345
1636	100896	207278
1637	100958	207216
1638	101018	207152
1639	101079	207090
1640	101139	207024
1641	101198	206958
1642	101260	206897
1643	101322	206836
1644	101383	206772
1645	101441	206704
1646	101500	206637
1647	101559	206570
1648	101622	206511
1649	101688	206458
1650	101750	206397
1651	101809	206329
1652	101869	206266
1653	101930	206202
1654	101988	206134
1655	102066	206104
1656	102127	206042
1657	102186	205975
1658	102248	205915
1659	102310	205853
1660	102368	205784
1661	102427	205718
1662	102487	205652
1663	102549	205591
1664	102607	205524
