iter	Passed	Remaining
1665	102666	205456
1666	102728	205395
1667	102789	205332
1668	102847	205264
1669	102906	205197
1670	102967	205133
1671	103026	205067
1672	103086	205002
1673	103145	204934
1674	103206	204873
1675	103266	204807
1676	103327	204744
1677	103388	204682
1678	103449	204619
1679	103508	204553
1680	103569	204489
1681	103630	204427
1682	103693	204368
1683	103838	204469
1684	103899	204407
1685	103958	204339
1686	104017	204274
1687	104077	204208
1688	104137	204144
1689	104196	204077
1690	104258	204016
1691	104321	203956
1692	104381	203891
1693	104440	203826
1694	104500	203759
1695	104560	203696
1696	104621	203632
1697	104683	203572
1698	104744	203508
1699	104805	203445
1700	104868	203386
1701	104928	203322
1702	104988	203257
1703	105048	203192
1704	105107	203125
1705	105165	203057
1706	105226	202993
1707	105296	202949
1708	105356	202883
1709	105418	202822
1710	105479	202760
1711	105539	202694
1712	105597	202627
1713	105662	202571
1714	105722	202505
1715	105782	202442
1716	105843	202378
1717	105904	202315
1718	105962	202246
1719	106022	202181
1720	106081	202115
1721	106141	202051
1722	106201	201987
1723	106260	201920
1724	106322	201859
1725	106382	201793
1726	106442	201728
1727	106502	201665
1728	106561	201597
1729	106621	201533
1730	106684	201473
1731	106742	201405
1732	106802	201341
1733	106863	201277
1734	106923	201213
1735	106981	201144
1736	107043	201084
1737	107103	201018
1738	107163	200953
1739	107224	200891
1740	107296	200850
1741	107354	200781
1742	107414	200715
1743	107474	200651
1744	107534	200587
1745	107595	200525
1746	107659	200466
1747	107718	200399
1748	107776	200332
1749	107835	200266
1750	107895	200201
1751	107954	200134
1752	108014	200070
1753	108080	200017
1754	108144	199958
1755	108205	199896
1756	108266	199833
1757	108328	199772
1758	108387	199707
1759	108447	199642
1760	108506	199574
1761	108568	199514
1762	108635	199463
1763	108696	199400
1764	108760	199342
1765	108820	199278
1766	108882	199218
1767	108946	199160
1768	109009	199101
1769	109068	199035
1770	109129	198971
1771	109190	198908
1772	109252	198849
1773	109315	198789
1774	109377	198728
1775	109436	198661
1776	109496	198597
1777	109555	198530
1778	109614	198464
1779	109680	198410
1780	109745	198355
1781	109805	198290
1782	109864	198224
1783	109929	198168
1784	109991	198107
1785	110051	198043
1786	110110	197977
1787	110170	197912
1788	110232	197851
1789	110293	197789
1790	110355	197728
1791	110414	197661
1792	110472	197593
1793	110530	197525
1794	110591	197462
1795	110653	197402
1796	110715	197340
1797	110775	197276
1798	110833	197207
1799	110893	197143
1800	110953	197080
1801	111014	197017
1802	111078	196960
1803	111139	196896
1804	111199	196832
1805	111259	196767
1806	111318	196702
1807	111383	196645
1808	111443	196582
1809	111503	196517
1810	111563	196452
1811	111624	196389
1812	111685	196326
1813	111745	196263
1814	111804	196196
1815	111867	196138
1816	111934	196085
1817	111994	196020
1818	112054	195957
1819	112116	195895
1820	112179	195836
1821	112240	195773
1822	112303	195714
1823	112364	195652
1824	112445	195624
1825	112553	195642
1826	112624	195598
1827	112693	195549
1828	112762	195499
1829	112829	195447
1830	112892	195388
1831	112956	195330
1832	113018	195270
1833	113080	195208
1834	113143	195149
1835	113207	195091
1836	113269	195030
1837	113341	194987
1838	113407	194933
1839	113470	194873
1840	113533	194813
1841	113601	194763
1842	113704	194772
1843	113771	194719
1844	113833	194658
1845	113899	194604
1846	113970	194559
1847	114036	194504
1848	114098	194442
1849	114163	194385
1850	114227	194329
1851	114290	194269
1852	114354	194211
1853	114424	194163
1854	114492	194112
1855	114555	194052
1856	114633	194019
1857	114697	193961
1858	114760	193902
1859	114822	193839
1860	114886	193782
1861	114970	193758
1862	115073	193766
1863	115224	193854
1864	115312	193836
1865	115374	193774
1866	115437	193714
1867	115498	193652
1868	115563	193595
1869	115637	193553
1870	115704	193499
1871	115765	193437
1872	115828	193377
1873	115892	193318
1874	115955	193258
1875	116019	193201
1876	116084	193143
1877	116148	193085
1878	116214	193031
1879	116278	192972
1880	116347	192922
1881	116430	192895
1882	116497	192842
1883	116560	192781
1884	116628	192731
1885	116696	192679
1886	116759	192619
1887	116822	192558
1888	116884	192497
1889	116946	192435
1890	117007	192372
1891	117067	192307
1892	117141	192264
1893	117238	192261
1894	117302	192202
1895	117362	192138
1896	117426	192079
1897	117488	192018
1898	117551	191957
1899	117612	191894
1900	117672	191829
1901	117736	191770
1902	117799	191709
1903	117866	191657
1904	117942	191617
1905	118010	191565
1906	118081	191517
1907	118155	191476
1908	118233	191439
1909	118316	191412
1910	118394	191375
1911	118465	191329
1912	118560	191320
1913	118633	191276
1914	118706	191232
1915	118774	191179
1916	118845	191132
1917	118926	191101
1918	118995	191050
1919	119063	190997
1920	119150	190976
1921	119219	190925
1922	119290	190877
1923	119365	190836
1924	119447	190805
1925	119510	190745
1926	119571	190681
1927	119634	190620
1928	119694	190555
1929	119756	190492
1930	119815	190427
1931	119877	190365
1932	119941	190305
1933	120003	190243
1934	120064	190180
1935	120125	190116
1936	120188	190054
1937	120248	189989
1938	120309	189925
1939	120371	189863
1940	120435	189806
1941	120503	189752
1942	120569	189697
1943	120629	189632
1944	120693	189572
1945	120754	189509
1946	120817	189448
1947	120885	189395
1948	120946	189332
1949	121009	189271
1950	121069	189206
1951	121131	189143
1952	121192	189079
1953	121253	189016
1954	121315	188953
1955	121374	188887
1956	121437	188826
1957	121498	188763
1958	121560	188701
1959	121621	188636
1960	121683	188574
1961	121744	188512
1962	121806	188449
1963	121866	188384
1964	121928	188321
1965	121988	188257
1966	122049	188192
1967	122110	188129
1968	122172	188067
1969	122234	188005
1970	122296	187943
1971	122359	187882
1972	122421	187820
1973	122485	187760
1974	122547	187699
1975	122616	187647
1976	122675	187580
1977	122735	187515
1978	122798	187454
1979	122858	187389
1980	122926	187336
1981	122992	187281
1982	123055	187220
1983	123116	187156
1984	123181	187099
1985	123242	187035
1986	123303	186971
1987	123363	186907
1988	123426	186846
1989	123491	186789
1990	123553	186726
1991	123614	186663
1992	123677	186601
1993	123743	186545
1994	123804	186483
1995	123866	186420
1996	123928	186358
1997	123989	186294
1998	124051	186231
1999	124109	186164
2000	124173	186105
2001	124235	186042
2002	124295	185978
2003	124357	185915
2004	124420	185854
2005	124482	185793
2006	124547	185734
2007	124607	185669
2008	124669	185607
2009	124731	185545
2010	124792	185482
2011	124856	185423
2012	124918	185361
2013	124982	185301
2014	125044	185239
2015	125104	185174
2016	125164	185109
2017	125229	185052
2018	125291	184989
2019	125352	184926
2020	125412	184860
2021	125476	184801
2022	125543	184747
2023	125606	184686
2024	125668	184623
2025	125727	184557
2026	125790	184496
2027	125851	184433
2028	125911	184368
2029	125973	184306
2030	126032	184240
2031	126093	184175
2032	126154	184112
2033	126215	184049
2034	126277	183986
2035	126337	183920
2036	126398	183858
2037	126463	183799
2038	126525	183737
2039	126646	183761
2040	126712	183705
2041	126772	183640
2042	126833	183577
2043	126897	183517
2044	126958	183453
2045	127017	183387
2046	127079	183325
2047	127141	183263
2048	127202	183199
2049	127265	183137
2050	127326	183074
2051	127388	183012
2052	127448	182946
2053	127511	182885
2054	127570	182820
2055	127631	182756
2056	127692	182693
2057	127755	182632
2058	127815	182567
2059	127876	182503
2060	127938	182441
2061	127999	182377
2062	128062	182316
2063	128123	182253
2064	128187	182193
2065	128247	182128
2066	128307	182063
2067	128368	182000
2068	128430	181937
2069	128494	181879
2070	128554	181813
2071	128614	181749
2072	128674	181684
2073	128735	181620
2074	128796	181556
2075	128858	181493
2076	128919	181430
2077	128980	181366
2078	129043	181306
2079	129105	181243
2080	129168	181183
2081	129229	181120
2082	129294	181061
2083	129379	181032
2084	129451	180984
2085	129513	180921
2086	129575	180859
2087	129638	180799
2088	129699	180734
2089	129760	180671
2090	129822	180609
2091	129885	180548
2092	129947	180486
2093	130008	180422
2094	130073	180364
2095	130135	180301
2096	130204	180249
2097	130267	180188
2098	130329	180126
2099	130391	180064
2100	130454	180003
2101	130515	179940
2102	130576	179876
2103	130636	179811
2104	130702	179755
2105	130764	179691
2106	130826	179629
2107	130887	179566
2108	130949	179504
2109	131011	179441
2110	131072	179378
2111	131133	179315
2112	131196	179254
2113	131258	179191
2114	131323	179134
2115	131384	179069
2116	131448	179010
2117	131524	178967
2118	131586	178904
2119	131646	178839
2120	131707	178777
2121	131768	178713
2122	131833	178654
2123	131894	178591
2124	131953	178525
2125	132016	178464
2126	132080	178404
2127	132140	178340
2128	132202	178277
2129	132264	178215
2130	132327	178154
2131	132389	178091
2132	132453	178032
2133	132516	177971
2134	132580	177912
2135	132643	177851
2136	132706	177790
2137	132767	177727
2138	132827	177661
2139	132888	177599
2140	132950	177536
2141	133011	177473
2142	133079	177418
2143	133141	177356
2144	133203	177294
2145	133264	177230
2146	133326	177168
2147	133388	177106
2148	133453	177047
2149	133515	176985
2150	133575	176921
2151	133637	176858
2152	133699	176795
2153	133759	176730
2154	133819	176666
2155	133881	176604
2156	133943	176541
2157	134004	176478
2158	134063	176411
2159	134125	176350
2160	134187	176288
2161	134248	176224
2162	134309	176161
2163	134371	176098
2164	134434	176037
2165	134495	175974
2166	134557	175911
2167	134616	175846
2168	134677	175783
2169	134739	175720
2170	134801	175657
2171	134862	175594
2172	134926	175534
2173	134988	175472
2174	135053	175414
2175	135115	175352
2176	135191	175308
2177	135255	175248
2178	135328	175200
2179	135390	175138
2180	135451	175074
2181	135514	175013
2182	135574	174949
2183	135635	174885
2184	135696	174821
2185	135758	174759
2186	135819	174695
2187	135881	174634
2188	135947	174577
2189	136007	174511
2190	136075	174457
2191	136137	174395
2192	136198	174332
2193	136260	174269
2194	136320	174205
2195	136382	174142
2196	136445	174081
2197	136509	174021
2198	136569	173957
2199	136630	173892
2200	136691	173830
2201	136752	173766
2202	136814	173703
2203	136874	173638
2204	136936	173577
2205	136998	173515
2206	137060	173453
2207	137121	173389
2208	137184	173328
2209	137246	173265
2210	137306	173200
2211	137367	173137
2212	137430	173076
2213	137493	173015
2214	137554	172952
2215	137615	172889
2216	137678	172827
2217	137739	172764
2218	137800	172701
2219	137866	172643
2220	137933	172587
2221	137999	172530
2222	138062	172469
2223	138123	172405
2224	138185	172344
2225	138245	172279
2226	138378	172305
2227	138445	172248
2228	138506	172185
2229	138568	172123
2230	138630	172060
2231	138690	171996
2232	138752	171933
2233	138817	171874
2234	138879	171812
2235	138939	171748
2236	139005	171691
2237	139066	171627
2238	139130	171566
2239	139191	171503
2240	139251	171439
2241	139314	171378
2242	139376	171315
2243	139436	171250
2244	139497	171187
2245	139558	171124
2246	139618	171059
2247	139678	170994
2248	139740	170931
2249	139802	170870
2250	139861	170804
2251	139923	170741
2252	139985	170679
2253	140046	170615
2254	140107	170552
2255	140176	170497
2256	140237	170434
2257	140297	170370
2258	140358	170306
2259	140419	170243
2260	140482	170181
2261	140546	170122
2262	140607	170058
2263	140667	169993
2264	140729	169931
2265	140790	169868
2266	140850	169803
2267	140910	169738
2268	140969	169673
2269	141030	169609
2270	141090	169544
2271	141151	169481
2272	141210	169415
2273	141272	169352
2274	141334	169290
2275	141396	169229
2276	141458	169166
2277	141524	169108
2278	141585	169045
2279	141645	168980
2280	141706	168916
2281	141768	168854
2282	141828	168789
2283	141888	168726
2284	141949	168662
2285	142010	168598
2286	142071	168534
2287	142133	168473
2288	142194	168409
2289	142256	168346
2290	142317	168283
2291	142386	168229
2292	142448	168167
2293	142519	168115
2294	142581	168053
2295	142643	167991
2296	142704	167927
2297	142765	167863
2298	142826	167801
2299	142892	167743
2300	142960	167687
2301	143022	167626
2302	143084	167563
2303	143146	167501
2304	143212	167443
2305	143283	167391
2306	143347	167332
2307	143408	167268
2308	143472	167209
2309	143537	167149
2310	143598	167086
2311	143659	167022
2312	143718	166957
2313	143778	166892
2314	143839	166828
2315	143900	166766
2316	143961	166702
2317	144022	166638
2318	144084	166575
2319	144146	166514
2320	144209	166452
2321	144271	166390
2322	144332	166326
2323	144399	166270
2324	144473	166221
2325	144536	166160
2326	144597	166097
2327	144660	166036
2328	144721	165972
2329	144781	165908
2330	144843	165846
2331	144909	165788
2332	144970	165725
2333	145033	165663
2334	145101	165608
2335	145165	165548
2336	145225	165484
2337	145287	165421
2338	145351	165360
2339	145414	165300
2340	145480	165242
2341	145540	165178
2342	145604	165117
2343	145664	165053
2344	145726	164990
2345	145788	164928
2346	145852	164868
2347	145914	164805
2348	145977	164745
2349	146040	164683
2350	146101	164620
2351	146164	164559
2352	146227	164498
2353	146289	164435
2354	146355	164377
2355	146415	164313
2356	146475	164249
2357	146539	164188
2358	146602	164127
2359	146663	164063
2360	146725	164001
2361	146788	163940
2362	146852	163880
2363	146912	163816
2364	146983	163763
2365	147044	163699
2366	147105	163636
2367	147168	163575
2368	147228	163511
2369	147289	163447
2370	147349	163383
2371	147410	163320
2372	147472	163257
2373	147535	163195
2374	147597	163134
2375	147656	163069
2376	147717	163005
2377	147779	162942
2378	147842	162881
2379	147914	162830
2380	147972	162763
2381	148032	162699
2382	148102	162645
2383	148163	162582
2384	148223	162517
2385	148289	162459
2386	148349	162395
2387	148412	162334
2388	148474	162271
2389	148536	162208
2390	148596	162144
2391	148658	162082
2392	148719	162018
2393	148779	161955
2394	148840	161891
2395	148901	161828
2396	148961	161763
2397	149021	161699
2398	149083	161636
2399	149144	161573
2400	149203	161507
2401	149265	161445
2402	149326	161381
2403	149385	161316
2404	149446	161253
2405	149507	161189
2406	149568	161126
2407	149684	161121
2408	149752	161066
2409	149813	161002
2410	149878	160943
2411	149938	160879
2412	149999	160815
2413	150061	160753
2414	150124	160692
2415	150185	160628
2416	150250	160570
2417	150312	160507
2418	150372	160442
2419	150432	160378
2420	150492	160313
2421	150553	160250
2422	150615	160187
2423	150675	160124
2424	150736	160060
2425	150796	159995
2426	150854	159929
2427	150915	159865
2428	150973	159799
2429	151034	159735
2430	151094	159671
2431	151157	159610
2432	151215	159544
2433	151278	159482
2434	151340	159420
2435	151401	159356
2436	151461	159292
2437	151521	159227
2438	151583	159165
2439	151645	159103
2440	151704	159038
2441	151764	158973
2442	151826	158911
2443	151887	158848
2444	151945	158781
2445	152006	158718
2446	152068	158655
2447	152129	158592
2448	152189	158528
2449	152252	158467
2450	152314	158404
2451	152372	158338
2452	152445	158287
2453	152505	158222
2454	152566	158159
2455	152627	158096
2456	152686	158030
2457	152747	157967
2458	152811	157907
2459	152878	157849
2460	152939	157786
2461	152999	157722
2462	153065	157663
2463	153128	157602
2464	153186	157536
2465	153246	157471
2466	153305	157406
2467	153365	157342
2468	153426	157279
2469	153486	157215
2470	153548	157152
2471	153610	157089
2472	153671	157027
2473	153732	156963
2474	153792	156898
2475	153853	156835
2476	153912	156770
2477	153974	156708
2478	154034	156643
2479	154094	156579
2480	154156	156517
2481	154219	156455
2482	154280	156393
2483	154340	156329
2484	154403	156267
2485	154464	156204
2486	154524	156140
2487	154586	156077
2488	154646	156013
2489	154709	155951
2490	154767	155886
2491	154828	155823
2492	154888	155758
2493	154947	155693
2494	155009	155630
2495	155070	155567
2496	155132	155505
2497	155191	155440
2498	155253	155378
2499	155314	155314
2500	155375	155251
2501	155437	155189
2502	155497	155125
2503	155561	155064
2504	155629	155008
2505	155689	154944
2506	155752	154882
2507	155812	154818
2508	155872	154754
2509	155934	154691
2510	155995	154629
2511	156056	154565
2512	156117	154501
2513	156177	154438
2514	156240	154376
2515	156301	154313
2516	156362	154250
2517	156423	154187
2518	156486	154125
2519	156545	154060
2520	156608	153998
2521	156666	153933
2522	156737	153879
2523	156797	153816
2524	156860	153754
2525	156921	153690
2526	156981	153626
2527	157042	153564
2528	157108	153504
2529	157167	153439
2530	157227	153376
2531	157286	153311
2532	157347	153247
2533	157406	153182
2534	157467	153119
2535	157527	153054
2536	157589	152992
2537	157647	152927
2538	157706	152862
2539	157767	152797
2540	157827	152734
2541	157887	152670
2542	157951	152610
2543	158012	152546
2544	158075	152485
2545	158135	152421
2546	158197	152359
2547	158270	152306
2548	158345	152257
2549	158404	152192
2550	158467	152131
2551	158527	152067
2552	158588	152004
2553	158657	151947
2554	158719	151886
2555	158783	151825
2556	158849	151767
2557	158947	151739
2558	159013	151680
2559	159079	151622
2560	159163	151581
2561	159225	151518
2562	159287	151456
2563	159349	151394
2564	159410	151331
2565	159470	151266
2566	159530	151202
2567	159593	151141
2568	159659	151082
2569	159730	151029
2570	159790	150965
2571	159851	150901
2572	159911	150837
2573	159971	150773
2574	160031	150708
2575	160092	150646
2576	160153	150583
2577	160218	150523
2578	160277	150458
2579	160338	150394
2580	160397	150330
2581	160458	150266
2582	160519	150203
2583	160580	150140
2584	160641	150077
2585	160700	150012
2586	160762	149949
2587	160824	149887
2588	160884	149823
2589	160946	149761
2590	161007	149697
2591	161068	149634
2592	161130	149572
2593	161194	149511
2594	161254	149447
2595	161314	149383
2596	161374	149319
2597	161434	149255
2598	161497	149194
2599	161558	149131
2600	161661	149106
2601	161735	149054
2602	161796	148991
2603	161854	148926
2604	161915	148862
2605	161975	148798
2606	162036	148735
2607	162095	148670
2608	162158	148608
2609	162217	148544
2610	162277	148479
2611	162337	148415
2612	162399	148353
2613	162458	148288
2614	162519	148225
2615	162581	148163
2616	162641	148098
2617	162701	148034
2618	162763	147972
2619	162822	147907
2620	162883	147844
2621	162945	147782
2622	163003	147716
2623	163062	147651
2624	163123	147587
2625	163185	147525
2626	163251	147467
2627	163311	147402
2628	163373	147340
2629	163434	147277
2630	163495	147213
2631	163554	147149
2632	163615	147086
2633	163677	147023
2634	163738	146960
2635	163798	146896
2636	163860	146834
2637	163922	146772
2638	163983	146709
2639	164045	146646
2640	164106	146583
2641	164168	146521
2642	164227	146456
2643	164289	146394
2644	164349	146329
2645	164409	146265
2646	164470	146202
2647	164531	146139
2648	164593	146077
2649	164652	146012
2650	164714	145950
2651	164774	145885
2652	164834	145822
2653	164895	145759
2654	164956	145695
2655	165016	145631
2656	165084	145574
2657	165150	145516
2658	165212	145454
2659	165273	145390
2660	165333	145327
2661	165394	145264
2662	165461	145205
2663	165522	145143
2664	165583	145079
2665	165647	145019
2666	165707	144955
2667	165768	144892
2668	165829	144828
2669	165890	144765
2670	165952	144703
2671	166013	144640
2672	166075	144577
2673	166143	144521
2674	166205	144458
2675	166265	144395
2676	166331	144336
2677	166390	144271
2678	166451	144208
2679	166512	144145
2680	166571	144080
2681	166633	144017
2682	166693	143954
2683	166754	143891
2684	166816	143829
2685	166878	143766
2686	166938	143702
2687	166999	143639
2688	167061	143577
2689	167125	143516
2690	167182	143450
2691	167242	143385
2692	167304	143324
2693	167364	143260
2694	167424	143195
2695	167485	143133
2696	167546	143069
2697	167611	143010
2698	167672	142947
2699	167733	142883
2700	167794	142820
2701	167855	142757
2702	167918	142696
2703	167980	142634
2704	168042	142571
2705	168112	142516
2706	168173	142453
2707	168234	142390
2708	168294	142326
2709	168355	142263
2710	168416	142200
2711	168477	142136
2712	168537	142073
2713	168598	142010
2714	168664	141951
2715	168725	141888
2716	168791	141829
2717	168852	141766
2718	168915	141704
2719	168976	141642
2720	169038	141579
2721	169101	141518
2722	169159	141453
2723	169219	141388
2724	169279	141324
2725	169340	141262
2726	169408	141205
2727	169471	141143
2728	169532	141080
2729	169592	141016
2730	169653	140953
2731	169712	140888
2732	169774	140826
2733	169834	140763
2734	169898	140701
2735	169959	140639
2736	170018	140574
2737	170081	140512
2738	170142	140449
2739	170203	140386
2740	170264	140323
2741	170324	140260
2742	170385	140197
2743	170448	140135
2744	170510	140073
2745	170572	140011
2746	170634	139949
2747	170696	139886
2748	170756	139822
2749	170817	139759
2750	170878	139696
2751	170938	139632
2752	170998	139568
2753	171060	139506
2754	171121	139443
2755	171182	139380
2756	171241	139316
2757	171304	139254
2758	171364	139190
2759	171423	139126
2760	171489	139067
2761	171550	139004
2762	171611	138941
2763	171671	138877
2764	171731	138813
2765	171792	138750
2766	171851	138685
2767	171914	138624
2768	171975	138561
2769	172036	138498
2770	172099	138437
2771	172161	138374
2772	172220	138310
2773	172280	138246
2774	172343	138185
2775	172402	138120
2776	172463	138057
2777	172523	137994
2778	172583	137930
2779	172648	137870
2780	172707	137806
2781	172770	137744
2782	172831	137681
2783	172892	137618
2784	172955	137556
2785	173016	137494
2786	173079	137432
2787	173183	137403
2788	173268	137359
2789	173328	137296
2790	173401	137242
2791	173462	137179
2792	173534	137124
2793	173597	137063
2794	173660	137002
2795	173722	136939
2796	173787	136879
2797	173849	136817
2798	173912	136756
2799	173974	136694
2800	174036	136631
2801	174098	136569
2802	174159	136506
2803	174221	136444
2804	174284	136383
2805	174346	136320
2806	174409	136259
2807	174472	136197
2808	174536	136137
2809	174596	136073
2810	174658	136010
2811	174718	135947
2812	174783	135887
2813	174846	135826
2814	174908	135763
2815	174969	135700
2816	175034	135640
2817	175095	135578
2818	175156	135514
2819	175216	135451
2820	175282	135391
2821	175341	135327
2822	175403	135265
2823	175471	135207
2824	175532	135144
2825	175594	135082
2826	175654	135018
2827	175715	134955
2828	175781	134896
2829	175845	134835
2830	175907	134773
2831	175967	134709
2832	176028	134646
2833	176090	134584
2834	176154	134523
2835	176217	134462
2836	176277	134398
2837	176338	134335
2838	176399	134272
2839	176458	134207
2840	176519	134144
2841	176581	134082
2842	176643	134020
2843	176704	133957
2844	176767	133895
2845	176829	133833
2846	176890	133770
2847	176949	133706
2848	177012	133644
2849	177073	133581
2850	177133	133518
2851	177195	133455
2852	177255	133392
2853	177320	133332
2854	177391	133276
2855	177453	133214
2856	177514	133151
2857	177577	133089
2858	177636	133025
2859	177698	132963
2860	177758	132899
2861	177822	132838
2862	177883	132775
2863	177942	132711
2864	178006	132650
2865	178070	132589
2866	178130	132526
2867	178190	132462
2868	178251	132399
2869	178313	132336
2870	178372	132272
2871	178434	132210
2872	178495	132147
2873	178556	132084
2874	178616	132020
2875	178679	131959
2876	178739	131895
2877	178800	131832
2878	178861	131770
2879	178921	131706
2880	178982	131642
2881	179044	131580
2882	179108	131520
2883	179168	131456
2884	179231	131394
2885	179291	131331
2886	179354	131269
2887	179414	131206
2888	179474	131142
2889	179535	131079
2890	179595	131015
2891	179655	130952
2892	179718	130891
2893	179780	130828
2894	179841	130765
2895	179903	130703
2896	179966	130641
2897	180027	130578
2898	180087	130515
2899	180147	130451
2900	180207	130388
2901	180268	130325
2902	180328	130261
2903	180389	130198
2904	180449	130135
2905	180513	130074
2906	180591	130023
2907	180651	129959
2908	180714	129898
2909	180776	129835
2910	180837	129772
2911	180896	129708
2912	180958	129646
2913	181021	129585
2914	181083	129522
2915	181144	129460
2916	181204	129396
2917	181265	129333
2918	181325	129269
2919	181385	129206
2920	181445	129142
2921	181507	129080
2922	181568	129017
2923	181628	128953
2924	181691	128892
2925	181752	128829
2926	181813	128766
2927	181873	128702
2928	181934	128640
2929	181997	128578
2930	182062	128518
2931	182125	128457
2932	182186	128393
2933	182247	128331
2934	182309	128268
2935	182369	128205
2936	182430	128142
2937	182492	128079
2938	182551	128016
2939	182613	127953
2940	182675	127891
2941	182737	127829
2942	182799	127767
2943	182860	127704
2944	182921	127641
2945	182983	127579
2946	183042	127515
2947	183105	127453
2948	183165	127389
2949	183226	127326
2950	183286	127263
2951	183348	127200
2952	183408	127137
2953	183469	127074
2954	183530	127011
2955	183591	126949
2956	183652	126886
2957	183712	126822
2958	183772	126758
2959	183832	126695
2960	183893	126632
2961	183956	126571
2962	184015	126506
2963	184077	126444
2964	184136	126380
2965	184196	126317
2966	184256	126253
2967	184317	126190
2968	184378	126127
2969	184438	126063
2970	184498	126000
2971	184558	125937
2972	184620	125874
2973	184679	125810
2974	184741	125748
2975	184802	125685
2976	184861	125621
2977	184978	125596
2978	185049	125540
2979	185109	125476
2980	185171	125414
2981	185230	125350
2982	185291	125287
2983	185349	125222
2984	185409	125159
2985	185468	125095
2986	185527	125030
2987	185587	124967
2988	185646	124903
2989	185708	124840
2990	185768	124777
2991	185838	124720
2992	185897	124656
2993	185960	124594
2994	186021	124531
2995	186082	124469
2996	186142	124405
2997	186206	124344
2998	186265	124280
2999	186324	124216
3000	186382	124151
3001	186440	124086
3002	186499	124022
3003	186559	123958
3004	186618	123894
3005	186691	123840
3006	186753	123777
3007	186813	123714
3008	186875	123651
3009	186938	123590
3010	186998	123527
3011	187058	123463
3012	187117	123399
3013	187177	123335
3014	187236	123271
3015	187295	123207
3016	187356	123144
3017	187413	123079
3018	187472	123015
3019	187531	122951
3020	187590	122886
3021	187648	122822
3022	187711	122760
3023	187770	122696
3024	187831	122633
3025	187893	122571
3026	187955	122509
3027	188016	122446
3028	188076	122383
3029	188137	122320
3030	188196	122256
3031	188254	122191
3032	188313	122127
3033	188372	122063
3034	188433	122000
3035	188496	121939
3036	188555	121875
3037	188613	121810
3038	188673	121746
3039	188734	121684
3040	188795	121621
3041	188856	121558
3042	188921	121498
3043	188983	121436
3044	189050	121377
3045	189115	121317
3046	189180	121257
3047	189243	121195
3048	189307	121134
3049	189368	121071
3050	189429	121009
3051	189495	120949
3052	189574	120898
3053	189643	120840
3054	189723	120789
3055	189825	120753
3056	189890	120692
3057	189957	120633
3058	190045	120588
3059	190110	120527
3060	190173	120465
3061	190236	120404
3062	190302	120344
3063	190368	120285
3064	190446	120232
3065	190515	120175
3066	190583	120116
3067	190644	120053
3068	190707	119992
3069	190768	119929
3070	190833	119869
3071	190895	119807
3072	190957	119744
3073	191016	119680
3074	191079	119618
3075	191144	119558
3076	191217	119503
3077	191430	119535
3078	191544	119505
3079	191633	119459
3080	191721	119413
3081	191788	119354
3082	191850	119291
3083	191910	119228
3084	191970	119164
3085	192031	119101
3086	192094	119040
3087	192155	118976
3088	192218	118915
3089	192283	118854
3090	192349	118795
3091	192417	118736
3092	192487	118678
3093	192559	118622
3094	192621	118560
3095	192682	118497
3096	192744	118434
3097	192806	118372
3098	192875	118314
3099	192935	118250
3100	192994	118186
3101	193055	118123
3102	193117	118061
3103	193179	117998
3104	193240	117935
3105	193301	117873
3106	193360	117808
3107	193422	117746
3108	193482	117682
3109	193541	117618
3110	193602	117555
3111	193664	117493
3112	193728	117431
3113	193788	117368
3114	193850	117306
3115	193913	117244
3116	193974	117180
3117	194033	117117
3118	194094	117054
3119	194154	116990
3120	194218	116929
3121	194287	116871
3122	194360	116815
3123	194439	116763
3124	194518	116711
3125	194586	116652
3126	194654	116593
3127	194723	116535
3128	194793	116477
3129	194870	116424
3130	194941	116367
3131	195021	116315
3132	195132	116282
3133	195218	116234
3134	195303	116185
3135	195400	116143
3136	195503	116105
3137	195587	116056
3138	195680	116011
3139	195768	115964
3140	195850	115914
3141	195927	115860
3142	196006	115807
3143	196099	115763
3144	196188	115716
3145	196326	115698
3146	196451	115673
3147	196533	115622
3148	196609	115567
3149	196680	115510
3150	196760	115458
3151	196853	115413
3152	196935	115362
3153	197025	115317
3154	197113	115269
3155	197196	115219
3156	197273	115164
3157	197352	115111
3158	197427	115056
3159	197517	115010
3160	197585	114950
3161	197657	114893
3162	197739	114842
3163	197833	114798
3164	197940	114761
3165	198068	114737
3166	198157	114689
3167	198230	114633
3168	198313	114582
3169	198391	114529
3170	198462	114471
3171	198547	114421
3172	198628	114369
3173	198702	114313
3174	198809	114276
3175	198885	114221
3176	198954	114162
3177	199043	114115
3178	199127	114064
3179	199200	114007
3180	199276	113952
3181	199344	113893
3182	199439	113849
3183	199529	113801
3184	199613	113751
3185	199690	113697
3186	199783	113651
3187	199894	113616
3188	199983	113568
3189	200063	113515
3190	200146	113464
3191	200213	113404
3192	200288	113348
3193	200384	113304
3194	200488	113264
3195	200595	113227
3196	200688	113181
3197	200754	113120
3198	200823	113061
3199	200889	113000
3200	200961	112942
3201	201026	112881
3202	201103	112826
3203	201202	112783
3204	201275	112726
3205	201339	112664
3206	201405	112603
3207	201476	112545
3208	201561	112495
3209	201627	112433
3210	201688	112370
3211	201753	112308
3212	201819	112247
3213	201881	112184
3214	201944	112121
3215	202012	112061
3216	202076	111999
3217	202138	111936
3218	202199	111872
