iter	Logloss
700	0.426670138
701	0.4265466729
702	0.4260299901
703	0.4258048766
704	0.4256638557
705	0.4255041597
706	0.4254523874
707	0.4253007859
708	0.4251559031
709	0.4248842686
710	0.4247500626
711	0.4245457694
712	0.4242907685
713	0.4239682024
714	0.4239029273
715	0.4235646355
716	0.4231572175
717	0.4229656486
718	0.4226793687
719	0.4225833667
720	0.4224497795
721	0.4223036269
722	0.4222238677
723	0.4221606244
724	0.4220538784
725	0.4217289622
726	0.4214645595
727	0.4212097597
728	0.4208216808
729	0.4208000664
730	0.4205488228
731	0.4204732366
732	0.4201127467
733	0.4199495409
734	0.4197039677
735	0.4196476665
736	0.4194726343
737	0.4191078415
738	0.4190698275
739	0.4190049205
740	0.4185766521
741	0.4183775578
742	0.418029418
743	0.4178719998
744	0.4176939052
745	0.4173897817
746	0.4171205039
747	0.4170193281
748	0.4168771981
749	0.4165215731
750	0.416165232
751	0.4159645121
752	0.4159297288
753	0.4157688464
754	0.4156837705
755	0.4156311303
756	0.4154017364
757	0.4152317641
758	0.4151052819
759	0.4147774673
760	0.414627979
761	0.4144670839
762	0.4142862996
763	0.4141983248
764	0.4139774941
765	0.4138429305
766	0.4136748066
767	0.4135010668
768	0.4133429978
769	0.4132066159
770	0.4129169171
771	0.4128095832
772	0.4127690187
773	0.4123200048
774	0.4119681382
775	0.4117279466
776	0.4114536125
777	0.4113842477
778	0.4110746703
779	0.4105639745
780	0.4104708954
781	0.4103177084
782	0.4101815766
783	0.4100018597
784	0.4096762312
785	0.4094711496
786	0.4093745246
787	0.4091327887
788	0.4088215345
789	0.4087823366
790	0.4087207664
791	0.4085854692
792	0.4082866524
793	0.4081283121
794	0.407826875
795	0.4074775208
796	0.407323236
797	0.4071850816
798	0.4069766039
799	0.4068994227
800	0.4067606155
801	0.4065392875
802	0.4064124734
803	0.4061508774
804	0.405798806
805	0.4057047152
806	0.4054631169
807	0.4053614382
808	0.405306961
809	0.4050749804
810	0.4048149555
811	0.4046236284
812	0.4044027709
813	0.4042389616
814	0.4039647739
815	0.4038546361
816	0.4036058451
817	0.4033996593
818	0.4029941742
819	0.402822021
820	0.4024821069
821	0.4024179771
822	0.4021921702
823	0.4019445052
824	0.4018161581
825	0.401642723
826	0.4015754862
827	0.4014852874
828	0.4013814606
829	0.4012208871
830	0.4009358359
831	0.400679722
832	0.4003739489
833	0.4000967737
834	0.3999851342
835	0.3998158445
836	0.399754396
837	0.3996467295
838	0.3993670851
839	0.3991052107
840	0.3988494187
841	0.3987274188
842	0.398566157
843	0.3983534398
844	0.3980340078
845	0.3978540691
846	0.3977220695
847	0.397612196
848	0.3972168593
849	0.3971679809
850	0.397158372
851	0.3967606887
852	0.3965289734
853	0.396192154
854	0.396108991
855	0.3960088817
856	0.3959012874
857	0.3957893215
858	0.3956170593
859	0.3952608743
860	0.3949835452
861	0.394793777
862	0.3946397337
863	0.3945220559
864	0.3944439432
865	0.394093628
866	0.3939854316
867	0.3939090792
868	0.3937972334
869	0.3936253588
870	0.3935025226
871	0.3933772517
872	0.3930218533
873	0.3927761622
874	0.3924106087
875	0.3921235542
876	0.392107941
877	0.3920329107
878	0.3918892955
879	0.3918101089
880	0.3917537393
881	0.3916621432
882	0.3913896767
883	0.3911349299
884	0.3909364412
885	0.3908344704
886	0.3904749537
887	0.390192777
888	0.3901003463
889	0.3899900183
890	0.3899232407
891	0.389739827
892	0.3894419155
893	0.3891417075
894	0.3889404343
895	0.3888140849
896	0.3885047143
897	0.3883605005
898	0.3882866181
899	0.3882327764
900	0.3879826027
901	0.3878274996
902	0.3876177805
903	0.3873993972
904	0.3872715029
905	0.3870148153
906	0.3867889816
907	0.3866797094
908	0.3865382689
909	0.3864340045
910	0.3863245754
911	0.3862469238
912	0.3860640468
913	0.3859381034
914	0.3857907197
915	0.3856838785
916	0.3855893354
917	0.385434708
918	0.3853221668
919	0.3851351588
920	0.3849811441
921	0.3847979408
922	0.3846555029
923	0.3845997944
924	0.3844980042
925	0.3843174395
926	0.3842614753
927	0.384096291
928	0.3838138877
929	0.3835808726
930	0.3835647364
931	0.3833871164
932	0.3832778874
933	0.3829965007
934	0.3828228958
935	0.3825536581
936	0.3824550267
937	0.3823771268
938	0.3820826096
939	0.3820307503
940	0.3818410465
941	0.381663581
942	0.3815289993
943	0.3813773292
944	0.3810907954
945	0.3809974494
946	0.380850948
947	0.3807038824
948	0.3804035499
949	0.3800868458
950	0.3798833151
951	0.3796680425
952	0.3794616933
953	0.3793608827
954	0.379214482
955	0.3789757544
956	0.3789218276
957	0.3785900713
958	0.3784462805
959	0.3781260599
960	0.3779465573
961	0.3778302944
962	0.3776418313
963	0.3774988835
964	0.3772270493
965	0.376986637
966	0.3767843437
967	0.3764371426
968	0.3762129305
969	0.3760145027
970	0.3758229618
971	0.3756824664
972	0.3755543539
973	0.3754093085
974	0.3751941923
975	0.3748997942
976	0.374760408
977	0.3747197011
978	0.374519588
979	0.374472854
980	0.3744362523
981	0.3742287464
982	0.3740506658
983	0.3739862481
984	0.3737785071
985	0.3736333731
986	0.3733619105
987	0.3730445617
988	0.3729068646
989	0.3725996444
990	0.3725438
991	0.3724306239
992	0.3723737439
993	0.3722276176
994	0.3721169503
995	0.3718720526
996	0.3717647145
997	0.3715139824
998	0.3713274516
999	0.3711879092
1000	0.3710169635
1001	0.3708595503
1002	0.3706434111
1003	0.3704506766
1004	0.3703802575
1005	0.3701178979
1006	0.3698049915
1007	0.369532254
1008	0.3694939277
1009	0.3693879239
1010	0.369252131
1011	0.3690779523
1012	0.3688394043
1013	0.3686076145
1014	0.3684834736
1015	0.3682761575
1016	0.3681859553
1017	0.3681108308
1018	0.3680150306
1019	0.3678373965
1020	0.3677410244
1021	0.3674571949
1022	0.367388709
1023	0.3673285933
1024	0.3672217447
1025	0.3670017826
1026	0.3667316617
1027	0.3666683169
1028	0.3663308574
1029	0.3661922762
1030	0.3661615423
1031	0.3659131557
1032	0.3658615444
1033	0.3657343013
1034	0.3655982795
1035	0.3654766273
1036	0.3653837684
1037	0.3652281642
1038	0.3650202202
1039	0.3647692129
1040	0.3646461155
1041	0.3645423139
1042	0.3644718695
1043	0.364328985
1044	0.3641997526
1045	0.3641404976
1046	0.3639412331
1047	0.3639064845
1048	0.3637457824
1049	0.3636401506
1050	0.3635232823
1051	0.3633699604
1052	0.3632806203
1053	0.3631296765
1054	0.3628592473
1055	0.3626837432
1056	0.3625980176
1057	0.3622687957
1058	0.3620579943
1059	0.3618096762
1060	0.361684686
1061	0.3615979205
1062	0.3614356297
1063	0.3612221183
1064	0.3610817484
1065	0.360912168
1066	0.3607146949
1067	0.360695354
1068	0.3606166582
1069	0.3604906426
1070	0.3602013034
1071	0.3600432828
1072	0.3598844407
1073	0.3596904467
1074	0.3594499215
1075	0.3593307634
1076	0.358949545
1077	0.3587500408
1078	0.3586825076
1079	0.3585970357
1080	0.3585534455
1081	0.3583546429
1082	0.3580631634
1083	0.3579940113
1084	0.3576047387
1085	0.357293587
1086	0.3572313164
1087	0.3570952592
1088	0.3569715919
1089	0.3568077346
1090	0.3566628702
1091	0.3565600572
1092	0.3562792837
1093	0.3561415615
1094	0.3559287676
1095	0.3556651267
1096	0.3555312583
1097	0.3554292978
1098	0.3551134039
1099	0.3549595261
1100	0.3548572541
1101	0.3547277681
1102	0.3546610911
1103	0.3544833571
1104	0.3544128304
1105	0.3543929346
1106	0.3540938094
1107	0.3537431327
1108	0.3536256032
1109	0.3533523381
1110	0.353194317
1111	0.3530177156
1112	0.3527738661
1113	0.3525766128
1114	0.3524274772
1115	0.3523079682
1116	0.3521874322
1117	0.3520859673
1118	0.3520113868
1119	0.3517897776
1120	0.3515097115
1121	0.3513779081
1122	0.3512038646
1123	0.3511100717
1124	0.3510616671
1125	0.3509780755
1126	0.3508023529
1127	0.3507813131
1128	0.3507206656
1129	0.3506924462
1130	0.3506227086
1131	0.3505804246
1132	0.3503673782
1133	0.350262644
1134	0.3501553442
1135	0.3499617896
1136	0.3496949766
1137	0.3495217201
1138	0.3494648432
1139	0.3493530637
1140	0.3491030262
1141	0.348976058
1142	0.3488069891
1143	0.3487968968
1144	0.3486599851
1145	0.3486368672
1146	0.3485692019
1147	0.3484084831
1148	0.3482028645
1149	0.3480822949
1150	0.3480112603
1151	0.347857628
1152	0.3476582582
1153	0.3475256194
1154	0.3473657894
1155	0.3472767165
1156	0.347216313
1157	0.3469252022
1158	0.3467921183
1159	0.3466822121
1160	0.3465641014
1161	0.3463668122
1162	0.3461503397
1163	0.3460355464
1164	0.3459183705
1165	0.345843613
1166	0.3456839732
1167	0.345329458
1168	0.3452432043
1169	0.3450994176
1170	0.344842152
1171	0.344670091
1172	0.3446089929
1173	0.3445265356
1174	0.3444032668
1175	0.3442171139
1176	0.3440552694
1177	0.3439438134
1178	0.3438789411
1179	0.3437725992
1180	0.3435869467
1181	0.3435289711
1182	0.3434868325
1183	0.3434090305
1184	0.3432466232
1185	0.3431102026
1186	0.3427783176
1187	0.3427476158
1188	0.3425658181
1189	0.3422610174
1190	0.3422097212
1191	0.3420367424
1192	0.3419143871
1193	0.3416948414
1194	0.3414480886
1195	0.3414424913
1196	0.3413107925
1197	0.3412138956
1198	0.3411456751
1199	0.3410551468
1200	0.3409242626
1201	0.3407948947
1202	0.340736849
1203	0.3406519259
1204	0.340529215
1205	0.3403268325
1206	0.3400869141
1207	0.3400556726
1208	0.3400164518
1209	0.3399702907
1210	0.3398012755
1211	0.3396092237
1212	0.3395115499
1213	0.3392808592
1214	0.3392233022
1215	0.339105344
1216	0.3387039941
1217	0.338629753
1218	0.3385426188
1219	0.3384335872
1220	0.3383593609
1221	0.3381887825
1222	0.3380899271
1223	0.3379866698
1224	0.3377979855
1225	0.3376248734
1226	0.3375718319
1227	0.3375245229
1228	0.3374248642
1229	0.3372616509
1230	0.3370942891
1231	0.3369450102
1232	0.3368368773
1233	0.3367671877
1234	0.3366722365
1235	0.3365811589
1236	0.3365253572
1237	0.3364249222
1238	0.3361186559
1239	0.335897811
1240	0.3356228661
1241	0.335456148
1242	0.3351406307
1243	0.3349528884
1244	0.3348699426
1245	0.3346560341
1246	0.3345392994
1247	0.3343350983
1248	0.3342104453
1249	0.3340345793
1250	0.3339995008
1251	0.333941703
1252	0.33382278
1253	0.3337664019
1254	0.333684986
1255	0.3335775196
1256	0.3335081661
1257	0.3333227254
1258	0.3331578684
1259	0.333009847
1260	0.3328515653
1261	0.332721899
1262	0.3325461278
1263	0.3323839347
1264	0.3322735786
1265	0.3322377264
1266	0.3321478277
1267	0.3320279298
1268	0.3319524849
1269	0.3319193886
1270	0.3317711279
1271	0.3315955076
1272	0.3314648446
1273	0.331430623
1274	0.3312921659
1275	0.3311477969
1276	0.3310734022
1277	0.3308424229
1278	0.3306534548
1279	0.3305202411
1280	0.3304569223
1281	0.3302326285
1282	0.3302203538
1283	0.3301754117
1284	0.3298607289
1285	0.3297015058
1286	0.3295448704
1287	0.3293118466
1288	0.3290557363
1289	0.328974646
1290	0.328842123
1291	0.328684362
1292	0.3285904815
1293	0.3283700452
1294	0.3281690545
1295	0.3278562681
1296	0.3278016668
1297	0.3276551823
1298	0.327618291
1299	0.3274855873
1300	0.3273568821
1301	0.3271851868
1302	0.3271371797
1303	0.3270316394
1304	0.3268446007
1305	0.3267477778
1306	0.3266614331
1307	0.3263960494
1308	0.3263601172
1309	0.3263147992
1310	0.3260189574
1311	0.3259557287
1312	0.3258192838
1313	0.3257444519
1314	0.3255479392
1315	0.3255100204
1316	0.3254135502
1317	0.3253669795
1318	0.3250681756
1319	0.3249069107
1320	0.3248738909
1321	0.3247435836
1322	0.3245077968
1323	0.3244686257
1324	0.3243494888
1325	0.3242996815
1326	0.3242246576
1327	0.3240986243
1328	0.3239307728
1329	0.3238183591
1330	0.3237183323
1331	0.3235867948
1332	0.3234405873
1333	0.3233624981
1334	0.3232784022
1335	0.3230275852
1336	0.3229161484
1337	0.322785636
1338	0.3227046661
1339	0.3223958273
1340	0.3223098038
1341	0.3220850278
1342	0.3220450591
1343	0.3218533243
1344	0.3216999946
1345	0.3215033755
1346	0.321427238
1347	0.3212772978
1348	0.3211534724
1349	0.3210938562
1350	0.3210110901
1351	0.3209135165
1352	0.3207903822
1353	0.3207580631
1354	0.3207181812
1355	0.3204768869
1356	0.3203330048
1357	0.3201713841
1358	0.3200424378
1359	0.3198515212
1360	0.3197898992
1361	0.3196973341
1362	0.3196061671
1363	0.3195405055
1364	0.3194871844
1365	0.3194359741
1366	0.3191551306
1367	0.3191014897
1368	0.3190557859
1369	0.3189893883
1370	0.3188477426
1371	0.3188194154
1372	0.3186639828
1373	0.3183889199
1374	0.318066403
1375	0.3179491991
1376	0.317893714
1377	0.3176253514
1378	0.3175517356
1379	0.3174848947
1380	0.3174369937
1381	0.317292162
1382	0.3171711958
1383	0.3169210837
1384	0.3168345994
1385	0.3166723922
1386	0.3165619572
1387	0.3164941839
1388	0.3163664177
1389	0.3161738734
1390	0.3160698389
1391	0.3158754593
1392	0.3157938351
1393	0.3156862685
1394	0.315459088
1395	0.3153634451
1396	0.3152788136
1397	0.3151372814
1398	0.3150947819
1399	0.3149061648
1400	0.314834114
1401	0.3146970192
1402	0.314549972
1403	0.3145252251
1404	0.3142964691
1405	0.3142289784
1406	0.3138819938
1407	0.3137957323
1408	0.3137206155
1409	0.313583723
1410	0.3134043781
1411	0.3133407154
1412	0.3131389544
1413	0.3129312899
1414	0.3129083297
1415	0.3128222556
1416	0.3127212139
1417	0.3125309689
1418	0.3124818505
1419	0.3123344297
1420	0.312290483
1421	0.3122263136
1422	0.3121144054
1423	0.3120468002
1424	0.3119413391
1425	0.3118292585
1426	0.3116580967
1427	0.3115735488
1428	0.3115110823
1429	0.3113519755
1430	0.311217869
1431	0.3109931463
1432	0.310990636
1433	0.310933524
1434	0.3107389949
1435	0.3106541384
1436	0.310568956
1437	0.3104798579
1438	0.3103807836
1439	0.3101249405
1440	0.310045046
1441	0.3099594497
1442	0.3099312319
1443	0.3097608325
1444	0.3097464709
1445	0.3096438283
1446	0.3095989444
1447	0.3094886618
1448	0.3092993889
1449	0.309135582
1450	0.3089101508
1451	0.3087874405
1452	0.308743664
1453	0.3085111535
1454	0.3081233121
1455	0.307955657
1456	0.307884356
1457	0.3077294084
1458	0.3074807478
1459	0.3074355168
1460	0.3073012991
1461	0.3072680841
1462	0.3071619795
1463	0.3070410752
1464	0.3068103888
1465	0.3066853915
1466	0.306620211
1467	0.3064771629
1468	0.3063222724
1469	0.3060492977
1470	0.3059958005
1471	0.3059216964
1472	0.3058646138
1473	0.305816612
1474	0.3057040916
1475	0.3055748055
1476	0.3055170046
1477	0.305375096
1478	0.3052373444
1479	0.3051107531
1480	0.3048822785
1481	0.3048747334
1482	0.3047404123
1483	0.3044988647
1484	0.3043271759
1485	0.3042378153
1486	0.3041930819
1487	0.3039762773
1488	0.3038889348
1489	0.3037221906
1490	0.3036183458
1491	0.303493977
1492	0.3034234611
1493	0.3032956334
1494	0.3032394222
1495	0.3031868226
1496	0.3031367858
1497	0.3028008585
1498	0.3027544267
1499	0.3026241462
1500	0.3025799127
1501	0.3025271155
1502	0.3024129012
1503	0.3023188834
1504	0.3021731028
1505	0.3020816076
1506	0.301981302
1507	0.3019178903
1508	0.3018969723
1509	0.3017834198
1510	0.301751123
1511	0.3016747075
1512	0.3015710316
1513	0.3015509901
